DATE,GDP,CPI_U,S,OBS_RS,GDP_RW,CPI_RW,OBS_RS_RW,OBS_D4L_CPI_TAR,CPI,L_CPI,L_CPI_RW,L_CPI_U,OBS_L_GDP,L_GDP_RW,OBS_L_S,L_Z,DLA_CPI,OBS_DLA_CPI_RW,DLA_CPI_U,DLA_GDP,DLA_GDP_RW,DLA_S,DLA_Z,OBS_L_CPI,D4L_CPI_RW,D4L_CPI_U,D4L_GDP,D4L_GDP_RW,D4L_S,D4L_Z,RR,RR_RW,RR_BAR,RR_GAP,L_Z_BAR,L_Z_GAP,RR_RW_BAR,RR_RW_GAP,DLA_Z_BAR,L_GDP_GAP,L_GDP_BAR,DLA_GDP_BAR,L_GDP_RW_BAR_PURE,OBS_L_GDP_RW_GAP,L_GDP_RW_BAR,L_GDP_RW_GAP
2010Q3,8.92303000e+05,9.38100000e+01,2.46100000e+01,1.23000000e+00,2.12200610e+06,1.10050000e+02,8.70000000e-01,2.00000000e+00,9.39092184e+01,4.54232855e+02,4.70093481e+02,4.54127146e+02,1.37015610e+03,1.45678725e+03,3.20315286e+02,3.36175912e+02,2.58738655e+00,1.34710909e+00,5.54696339e-01,2.39784045e+00,1.57163697e+00,-1.73E+01,-1.86E+01,1.91392379e+00,1.71383015e+00,1.85051004e+00,2.80219636e+00,2.15952062e+00,-2.25E+00,-2.45E+00,-6.84E-01,-8.44E-01,-5.45E-01,-1.39E-01,3.39787590e+02,-3.61E+00,-2.56E-01,-5.88E-01,-1.28E+00,-2.08E-01,1.37227206e+03,-3.15E-01,1.45736300e+03,-5.76E-01,1.45906709e+03,-2.28E+00
2010Q4,8.97496000e+05,9.36600000e+01,2.50600000e+01,1.21000000e+00,2.13347230e+06,1.10600000e+02,1.02000000e+00,2.00000000e+00,9.42750253e+01,4.54621631e+02,4.70592009e+02,4.53967120e+02,1.37073639e+03,1.45732614e+03,3.22127295e+02,3.38097673e+02,1.55510299e+00,1.99411245e+00,-6.40E-01,2.32116101e+00,2.15557015e+00,7.24803403e+00,7.68704349e+00,1.95430781e+00,1.97230645e+00,1.98410649e+00,2.77601676e+00,2.23435317e+00,-5.47E+00,-5.46E+00,-7.44E-01,-9.52E-01,-6.06E-01,-1.38E-01,3.39543234e+02,-1.45E+00,-3.98E-01,-5.54E-01,-9.77E-01,3.27283186e-01,1.37217404e+03,-3.92E-01,1.45737929e+03,-5.31E-02,1.45910926e+03,-1.78E+00
2011Q1,9.03468000e+05,9.47600000e+01,2.45400000e+01,1.21000000e+00,2.15021620e+06,1.11730000e+02,1.09000000e+00,2.00000000e+00,9.44089049e+01,4.54763540e+02,4.71608525e+02,4.55134738e+02,1.37139960e+03,1.45810790e+03,3.20030444e+02,3.36875429e+02,5.67635523e-01,4.06606299e+00,4.67047021e+00,2.65281122e+00,3.12702201e+00,-8.39E+00,-4.89E+00,1.71408067e+00,2.47373643e+00,1.73510128e+00,2.94144799e+00,2.61681233e+00,-3.64E+00,-2.88E+00,-5.04E-01,-1.38E+00,-6.70E-01,1.65982394e-01,3.39374482e+02,-2.50E+00,-5.35E-01,-8.49E-01,-6.75E-01,7.01433010e-01,1.37206785e+03,-4.25E-01,1.45739393e+03,7.13965184e-01,1.45910790e+03,-1.00E+00
2011Q2,9.05456000e+05,9.53400000e+01,2.43500000e+01,1.21000000e+00,2.15115740e+06,1.12650000e+02,1.41000000e+00,2.00000000e+00,9.49660373e+01,4.55351933e+02,4.72428567e+02,4.55744945e+02,1.37161940e+03,1.45815166e+03,3.19253185e+02,3.36329819e+02,2.35357029e+00,3.28016813e+00,2.44082819e+00,8.79197048e-01,1.75051061e-01,-3.11E+00,-2.18E+00,1.76592384e+00,2.67186316e+00,1.75647305e+00,2.06275243e+00,1.75732005e+00,-5.40E+00,-4.49E+00,-5.56E-01,-1.26E+00,-7.36E-01,1.79837918e-01,3.39279524e+02,-2.95E+00,-6.65E-01,-5.96E-01,-3.80E-01,1.04780463e+00,1.37196424e+03,-4.14E-01,1.45740563e+03,7.46025669e-01,1.45905166e+03,-9.00E-01
2011Q3,9.05804000e+05,9.54500000e+01,2.47600000e+01,1.18000000e+00,2.15210410e+06,1.13030000e+02,1.56000000e+00,2.00000000e+00,9.55813786e+01,4.55997802e+02,4.72765327e+02,4.55860255e+02,1.37165782e+03,1.45819566e+03,3.20922945e+02,3.37690470e+02,2.58347637e+00,1.34704133e+00,4.61240158e-01,1.53705157e-01,1.75996744e-01,6.67903932e+00,5.44260428e+00,1.76494629e+00,2.67184622e+00,1.73310900e+00,1.50171861e+00,1.40840999e+00,6.07658341e-01,1.51455827e+00,-5.85E-01,-1.11E+00,-8.01E-01,2.16468916e-01,3.39254993e+02,-1.56E+00,-7.88E-01,-3.23E-01,-9.81E-02,1.35164632e+00,1.37187340e+03,-3.63E-01,1.45741355e+03,7.82106564e-01,1.45949566e+03,-1.30E+00
2011Q4,9.04265000e+05,9.59100000e+01,2.58000000e+01,1.16000000e+00,2.14746150e+06,1.13820000e+02,1.50000000e+00,2.00000000e+00,9.65077267e+01,4.56962308e+02,4.73461825e+02,4.56341025e+02,1.37148777e+03,1.45797970e+03,3.25037449e+02,3.41536967e+02,3.85802327e+00,2.78599319e+00,1.92308063e+00,-6.80E-01,-8.64E-01,1.64580176e+01,1.53859876e+01,2.34067636e+00,2.86981641e+00,2.37390480e+00,7.51379550e-01,6.53560669e-01,2.91015425e+00,3.43929429e+00,-1.18E+00,-1.37E+00,-8.65E-01,-3.16E-01,3.39295676e+02,2.24129150e+00,-9.03E-01,-4.66E-01,1.62729334e-01,1.47372555e+00,1.37180475e+03,-2.75E-01,1.45741731e+03,5.62393553e-01,1.45957970e+03,-1.60E+00
2012Q1,9.00998000e+05,9.82500000e+01,2.47300000e+01,1.20000000e+00,2.14592170e+06,1.14770000e+02,1.04000000e+00,2.00000000e+00,9.78873578e+01,4.58381741e+02,4.74293013e+02,4.58751525e+02,1.37112583e+03,1.45790797e+03,3.20801708e+02,3.36712980e+02,5.67773284e+00,3.32474901e+00,9.64199960e+00,-1.45E+00,-2.87E-01,-1.69E+01,-1.93E+01,3.61820069e+00,2.68448791e+00,3.61678715e+00,-2.74E-01,-2.00E-01,7.71264225e-01,-1.62E-01,-2.42E+00,-1.64E+00,-9.25E-01,-1.49E+00,3.39395381e+02,-2.68E+00,-1.01E+00,-6.35E-01,3.98821390e-01,1.27424373e+00,1.37176680e+03,-1.52E-01,1.45741701e+03,4.90959670e-01,1.45990797e+03,-2.00E+00
2012Q2,8.97570000e+05,9.86000000e+01,2.56400000e+01,1.23000000e+00,2.14006650e+06,1.15380000e+02,7.00000000e-01,2.00000000e+00,9.82136272e+01,4.58714498e+02,4.74823103e+02,4.59107126e+02,1.37074464e+03,1.45763475e+03,3.24415363e+02,3.40523969e+02,1.33102733e+00,2.12036125e+00,1.42240434e+00,-1.52E+00,-1.09E+00,1.44546202e+01,1.52439541e+01,3.36256495e+00,2.39453620e+00,3.36218118e+00,-8.75E-01,-5.17E-01,5.16217825e+00,4.19414949e+00,-2.13E+00,-1.69E+00,-9.79E-01,-1.15E+00,3.39549320e+02,9.74649028e-01,-1.11E+00,-5.88E-01,6.15754650e-01,7.31357739e-01,1.37176697e+03,7.06301208e-04,1.45741313e+03,2.21618488e-01,1.45973475e+03,-2.10E+00
2012Q3,8.94737000e+05,9.85600000e+01,2.48700000e+01,9.80000000e-01,2.13661640e+06,1.15940000e+02,3.60000000e-01,2.00000000e+00,9.87229641e+01,4.59231758e+02,4.75307282e+02,4.59066550e+02,1.37042851e+03,1.45747340e+03,3.21366226e+02,3.37441749e+02,2.06904377e+00,1.93671483e+00,-1.62E-01,-1.26E+00,-6.45E-01,-1.22E+01,-1.23E+01,3.23395680e+00,2.54195457e+00,3.20629496e+00,-1.23E+00,-7.22E-01,4.43281000e-01,-2.49E-01,-2.25E+00,-2.18E+00,-1.03E+00,-1.23E+00,3.39751025e+02,-2.31E+00,-1.19E+00,-9.87E-01,8.06823112e-01,-2.31E-02,1.37181152e+03,1.78182476e-01,1.45740642e+03,6.69779785e-02,1.45977340e+03,-2.30E+00
2012Q4,8.91708000e+05,9.86200000e+01,2.51400000e+01,5.80000000e-01,2.12555410e+06,1.16420000e+02,2.00000000e-01,2.00000000e+00,9.92096250e+01,4.59723504e+02,4.75720434e+02,4.59127408e+02,1.37008940e+03,1.45695431e+03,3.22446020e+02,3.38442951e+02,1.96698040e+00,1.65261037e+00,2.43432404e-01,-1.36E+00,-2.08E+00,4.31917814e+00,4.00480811e+00,2.76119609e+00,2.25860887e+00,2.78638291e+00,-1.40E+00,-1.03E+00,-2.59E+00,-3.09E+00,-2.18E+00,-2.06E+00,-1.07E+00,-1.11E+00,3.39994641e+02,-1.55E+00,-1.27E+00,-7.84E-01,9.74463399e-01,-7.58E-01,1.37190540e+03,3.75539548e-01,1.45739781e+03,-4.43E-01,1.45965431e+03,-2.70E+00
2013Q1,8.80154000e+05,9.99600000e+01,2.57400000e+01,5.00000000e-01,2.12101830e+06,1.16890000e+02,2.10000000e-01,2.00000000e+00,9.95882282e+01,4.60104397e+02,4.76123332e+02,4.60477011e+02,1.36878522e+03,1.45674069e+03,3.24804620e+02,3.40823556e+02,1.52357226e+00,1.61159191e+00,5.39841007e+00,-5.22E+00,-8.54E-01,9.43439960e+00,9.52241925e+00,1.72265594e+00,1.83031959e+00,1.72548552e+00,-2.34E+00,-1.17E+00,4.00291206e+00,4.11057572e+00,-1.22E+00,-1.62E+00,-1.10E+00,-1.20E-01,3.40272867e+02,5.50689004e-01,-1.35E+00,-2.73E-01,1.11290232e+00,-1.24E+00,1.37205228e+03,5.87494333e-01,1.45738823e+03,-6.48E-01,1.45974069e+03,-3.00E+00
2013Q2,8.82935000e+05,1.00110000e+02,2.59500000e+01,4.60000000e-01,2.12770160e+06,1.16960000e+02,2.10000000e-01,2.00000000e+00,9.97236575e+01,4.60240294e+02,4.76183200e+02,4.60626958e+02,1.36910069e+03,1.45705529e+03,3.25617161e+02,3.41560067e+02,5.43587757e-01,2.39469753e-01,5.99790186e-01,1.26187722e+00,1.25841301e+00,3.25016298e+00,2.94604497e+00,1.52579605e+00,1.36009672e+00,1.51983198e+00,-1.64E+00,-5.79E-01,1.20179776e+00,1.03609843e+00,-1.07E+00,-1.15E+00,-1.13E+00,6.67238437e-02,3.40577432e+02,9.82635085e-01,-1.41E+00,2.64210819e-01,1.21826065e+00,-1.34E+00,1.37225445e+03,8.08698715e-01,1.45737836e+03,-3.23E-01,1.46025529e+03,-3.20E+00
2013Q3,8.85932000e+05,9.98300000e+01,2.57400000e+01,4.60000000e-01,2.13068510e+06,1.17490000e+02,2.20000000e-01,2.00000000e+00,1.00002427e+02,4.60519445e+02,4.76635322e+02,4.60346874e+02,1.36943955e+03,1.45719541e+03,3.24804620e+02,3.40920497e+02,1.11660623e+00,1.80849103e+00,-1.12E+00,1.35544521e+00,5.60494046e-01,-3.25E+00,-2.56E+00,1.28768666e+00,1.32804077e+00,1.28032396e+00,-9.89E-01,-2.78E-01,3.43839444e+00,3.47874854e+00,-8.28E-01,-1.11E+00,-1.16E+00,3.31521852e-01,3.40900411e+02,2.00867643e-02,-1.48E+00,3.69473688e-01,1.29191511e+00,-1.05E+00,1.37251292e+03,1.03387168e+00,1.45736846e+03,-1.73E-01,1.46059541e+03,-3.40E+00
2013Q4,9.02098000e+05,9.97600000e+01,2.74300000e+01,4.10000000e-01,2.13561750e+06,1.17370000e+02,2.40000000e-01,2.00000000e+00,1.00351189e+02,4.60867592e+02,4.76533134e+02,4.60276730e+02,1.37124784e+03,1.45742664e+03,3.31163730e+02,3.46829272e+02,1.39258744e+00,-4.09E-01,-2.81E-01,7.23318535e+00,9.24904332e-01,2.54364411e+01,2.36350995e+01,1.14408842e+00,8.12699627e-01,1.14932206e+00,1.15844369e+00,4.72331070e-01,8.71771018e+00,8.38632138e+00,-7.34E-01,-5.73E-01,-1.18E+00,4.49797689e-01,3.41234491e+02,5.59478107e+00,-1.54E+00,9.65833499e-01,1.33632228e+00,-5.04E-01,1.37282740e+03,1.25792570e+00,1.45735861e+03,6.80261833e-02,1.46102664e+03,-3.60E+00
2014Q1,NaN,1.00160000e+02,2.74400000e+01,3.70000000e-01,NaN,1.17630000e+02,3.00000000e-01,2.00000000e+00,9.97813923e+01,4.60298172e+02,4.76754410e+02,4.60676891e+02,NaN,NaN,3.31200180e+02,3.47656419e+02,-2.28E+00,8.85106744e-01,1.60064239e+00,NaN,NaN,1.45799163e-01,3.30858764e+00,1.93774921e-01,6.31078335e-01,1.99880139e-01,NaN,NaN,6.39556007e+00,6.83286348e+00,1.76225079e-01,-3.31E-01,-1.21E+00,1.38392383e+00,3.41572374e+02,6.08404488e+00,-1.60E+00,1.26768116e+00,1.35153240e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
